"","X","Name","Sex","Event","Equipment","Age","AgeClass","BirthYearClass","Division","BodyweightKg","WeightClassKg","Best3SquatKg","Best3BenchKg","Best3DeadliftKg","TotalKg","Place","Dots","Wilks","Glossbrenner","Goodlift","Tested","Country","Date"
"16798",603952,"Gabe Lubo","M","SBD","Single-ply",20,"20-23","19-23","Juniors 20-23",97.7,"100",215,137.5,272.5,625,"1",388.66,384.03,366.97,66.11,"no","United States of America","2015-01-10"
"16799",719843,"Landon Henke","M","SBD","Single-ply",17.5,"18-19","14-18","Boys",131.86,"139.7",381.02,217.72,283.5,882.24,"1",491.91,497.74,475.06,82.42,"Yes","United States of America","2022-03-26"
"16800",707315,"Andriy Kulikov","M","SBD","Wraps",20.5,"20-23","19-23","Juniors 20-23",98,"100",210,135,220,565,"2",350.87,346.71,331.28,72.07,"Yes","Ukraine","2015-10-03"
"16801",669851,"Leif Joensuu","M","SBD","Single-ply",47.5,"45-49","40-49","Open",85.2,"93",225,180,225,630,"3",419.2,414.2,397.96,71.66,"Yes","Sweden","2018-11-17"
"16802",745531,"Alexander Eriksson","M","SBD","Single-ply",20.5,"20-23","19-23","Juniors",73.29,"74",290,210,277.5,777.5,"1",566.19,563.13,544.66,96.96,"Yes","Sweden","2015-08-31"
"16803",506633,"Roger Sargent","M","SBD","Wraps",62,"60-64","60-69","Masters 60-64",89.45,"90",150,92.5,205,447.5,"1",290.25,286.58,274.73,59.67,"Yes","United States of America","2016-04-16"
"16804",73680,"Tucker Thompson","M","SBD","Raw",13.5,"13-15","14-18","MR-G",45.49,"59",97.5,58,109,264.5,"G",290.06,301.13,298.47,50.34,"Yes","United States of America","2017-10-10"
"16805",390131,"Julie Franch Guerra","F","SBD","Raw",27,"24-34","24-39","Seniors",77.05,"84",100,50,127.5,277.5,"1",266.5,259.48,228,54.36,"Yes","France","2017-11-11"
"16806",243630,"Antonio Russo","M","SBD","Single-ply",64,"60-64","60-69","Master III",94.64,"105",205,115,270,590,"1",372.29,367.63,351.63,63.41,"Yes","Italy","2022-12-18"
"16807",633215,"Emma Barnes","F","SBD","Raw",16,"16-17","14-18","Juniors 15-19",66.6,"67.5",85,47.5,130,262.5,"1",273.12,270.52,238.69,55.5,"Yes","United States of America","2021-10-14"
"16808",606771,"Simone Thomas","F","SBD","Raw",31,"24-34","24-39","Open",54.5,"56",161,88,205,454,"1",535.87,545.66,482.96,110.26,"Yes","United States of America","2022-05-21"
"16809",342521,"Trenton Johnson","M","SBD","Raw",17,"16-17","14-18","M_TR_2_APF",61.51,"67.5",100,60,125,285,"1",235.76,237.69,231.79,46.12,"no","United States of America","2014-05-31"
"16810",221110,"Jade Coleman","F","SBD","Raw",34.5,"24-34","24-39","FR-O",61.6,"63",132.5,80,152.5,365,"1",398.02,398.76,352.21,81.04,"Yes","United States of America","2016-07-16"
"16811",589822,"Tara Maier","F","SBD","Raw",19,"18-19","19-23","Juniors 18-19",74.66,"75",120,93,160,373,"1",364.17,355.6,312.86,74.17,"no","United States of America","2013-07-12"
"16812",529182,"Grace Kuell","F","SBD","Raw",22,"20-23","19-23","Juniors 20-23",65.2,"67.5",105,60,117.5,282.5,"3",297.63,295.7,260.99,60.49,"no","United States of America","2018-08-11"
"16813",341120,"Chase Kiser","M","SBD","Multi-ply",21,"20-23","19-23","M_JEM_APF",88.54,"90",295,170,272.5,737.5,"1",480.86,474.81,455.39,82.11,"no","United States of America","2007-07-21"
"16814",646591,"Andrew Obergfell","M","SBD","Wraps",27.5,"24-34","24-39","Amateur Open",105.32,"110",215.46,138.35,224.53,578.33,"1",348.36,345.22,329.66,71.3,"Yes","United States of America","2018-01-27"
"16815",702632,"Anatolii Zaiets","M","SBD","Single-ply",17.5,"18-19","14-18","Sub-Juniors",95.07,"105",255,180,275,710,"1",447.06,441.49,422.22,76.13,"Yes","Ukraine","2021-08-03"
"16816",538419,"Joshua Burch","M","SBD","Raw",32,"24-34","24-39","Open",95,"100",232.5,152.5,257.5,642.5,"1",404.69,399.65,382.21,83.19,"Yes","United States of America","2021-02-06"
"16817",207062,"Michael Astrologo","M","SBD","Raw",20.5,"20-23","19-23","MR-O",137.66,"120+",327.5,242.5,292.5,862.5,"1",474.92,483.21,459.85,94.65,"Yes","United States of America","2019-08-17"
"16818",382773,"Hamid Abbasshahri","M","SBD","Single-ply",21.5,"20-23","19-23","Juniors",134.55,"120+",300,155,300,755,"1",418.47,424.52,404.61,70.06,"Yes","Iran","2011-12-05"
"16819",423315,"Blanca Rodriguez","F","SBD","Wraps",39,"35-39","24-39","Submasters",60,"60",137.5,100,150,387.5,"1",429.56,432.02,381.71,87.59,"no","United States of America","2015-12-12"
"16820",218932,"Matt Herrick","M","SBD","Raw",19.5,"20-23","19-23","MR-Jr",103.4,"105",195,127.5,222.5,545,"2",330.75,327.46,312.68,67.77,"Yes","United States of America","2019-05-04"
"16821",430154,"Simon Ducotterd","M","SBD","Raw",32,"24-34","24-39","M_OR_WPC",99.8,"100",305,180,367.5,852.5,"1",525.18,519.24,495.95,107.8,"no","France","2021-11-15"
"16822",756795,"Iván Campano Díaz","M","SBD","Raw",20.5,"20-23","19-23","Juniors",58.5,"59",197.5,120,247.5,565,"4",487.03,493.29,482.4,93.92,"Yes","Spain","2022-08-31"
"16823",47743,"Aleksey Polubatonov","M","SBD","Raw",23,"20-23","24-39","Pro Open",75,"75",135,95,155,385,"3",276.21,274.34,265.07,56.13,"no","Russia","2011-06-04"
"16824",106048,"Tyler Dutremble","M","SBD","Raw",23,"20-23","24-39","MR-Jr",76,"83",237.5,167.5,232.5,637.5,"1",453.53,450.13,434.69,92.31,"Yes","United States of America","2018-01-27"
"16825",389459,"Thomas Robert","M","SBD","Raw",20.5,"20-23","19-23","Juniors",82.1,"83",187.5,130,220,537.5,"1",365.11,361.13,347.55,74.82,"Yes","United States of America","2023-03-11"
"16826",406073,"Alesha Summers","F","SBD","Single-ply",18,"18-19","14-18","F-C",42.2,"44",100,50,110,260,"1",369.92,376.13,339.12,62.07,"Yes","United States of America","2006-11-18"
"16827",551449,"Amparo Barajas","F","SBD","Raw",31,"24-34","24-39","Open",51.71,"52",87.5,58,127.5,273,"1",334.06,341.8,303.04,69.27,"no","United States of America","2014-03-29"
"16828",330007,"Mark Siaw","M","SBD","Raw",23,"20-23","24-39","MR-O",103.5,"105",255,157.5,325,737.5,"1",447.4,442.97,422.97,91.67,"Yes","England","2023-01-14"
"16829",553138,"Matthew Sipes","M","SBD","Raw",17,"16-17","14-18","Juniors 16-17",96.5,"100",162.5,107.5,185,455,"1",284.53,281.06,268.66,58.47,"Yes","United States of America","2023-01-28"
"16830",279389,"Astemir Kardanov","M","SBD","Raw",21,"20-23","19-23","Amateur Open",89.9,"90",195,152.5,235,582.5,"1",376.86,372.08,356.61,77.48,"Yes","Russia","2021-12-03"
"16831",108259,"Luke Galer","M","SBD","Raw",15.5,"16-17","14-18","MR-JV",78.7,"83",115,77.5,142.5,335,"3",233.26,231.11,222.84,47.64,"Yes","United States of America","2019-02-09"
"16832",594,"Ted Anderson","M","SBD","Single-ply",54.5,"50-54","50-59","Masters 2",103.55,"105",260,170,225,655,"1",397.27,393.35,375.59,67.38,"Yes","New Zealand","2016-12-05"
"16833",559188,"Mia Galang","F","SBD","Raw",42,"40-44","40-49","Masters 40-44",59.5,"60",102.5,52.5,130,285,"1",317.61,319.81,282.6,64.8,"no","United States of America","2016-07-08"
"16834",87890,"Jack Whitaker","M","SBD","Raw",18.5,"18-19","19-23","MR-T3",72.05,"75",152.5,100,200,452.5,"1",333.27,331.83,321.18,67.36,"Yes","United States of America","2022-10-15"
"16835",542396,"Jimmy Terrell","M","SBD","Wraps",44,"40-44","40-49","Masters 40-44",107.4,"110",220,147.5,222.5,590,"1",352.65,349.86,334.18,72.09,"no","United States of America","2015-08-15"
"16836",79601,"Kevin Serrano #1","M","SBD","Raw",17,"16-17","14-18","MR-T2",65.75,"66",147.5,82.5,205,435,"7",341.8,342.63,333,67.95,"Yes","United States of America","2019-10-16"
"16837",433214,"Natalya Sborovskaya","F","SBD","Multi-ply",17,"16-17","14-18","T 16-17",55.55,"56",115,55,130,300,"2",349.6,355.22,314.26,58.46,"no","Russia","2008-07-31"
"16838",366477,"Bill Schemel","M","SBD","Multi-ply",48.5,"45-49","40-49","45-49",110,"110",249.48,183.71,226.8,659.98,"1",390.88,388.39,371.21,66.08,"Yes","United States of America","2008-06-28"
"16839",490778,"Viktor Bukatka","M","SBD","Single-ply",29.5,"24-34","24-39","Open",59.25,"60",190,110,262.5,562.5,"2",479.73,485.32,474.25,81.63,"Yes","Kazakhstan","1992-02-28"
"16840",308260,"Kari Arnold","F","SBD","Wraps",38,"35-39","24-39","FSR-AD",58.79,"60",102.5,57.5,120,280,"1",314.44,317.15,280.3,64.21,"Yes","United States of America","2016-09-10"
"16841",107359,"Zack Roovers","M","SBD","Raw",17.5,"18-19","14-18","MR-V",107.4,"110",245,165,275,685,"2",409.44,406.19,387.99,83.69,"Yes","United States of America","2022-03-22"
"16842",195228,"Alexis Laiche","F","SBD","Single-ply",16.5,"16-17","14-18","F-V",56.9,"57",120,75,140,335,"6",384.25,389.27,344.22,64.28,"Yes","United States of America","2019-03-28"
"16843",495426,"Svetlana Samokhina","F","SBD","Single-ply",23.5,"24-34","24-39","Open",69.9,"75",167.5,107.5,155,430,"4",435.19,428.2,377.47,73.43,"Yes","Russia","1999-02-25"
"16844",495745,"Anatoliy Chikhichin","M","SBD","Single-ply",15,"13-15","14-18","Sub-Juniors",55.8,"56",170,85,180,435,"7",390.58,397.39,389.7,66.19,"Yes","Russia","2010-06-22"
"16845",688870,"Jonas Dalby Mathisen","M","SBD","Single-ply",21.5,"20-23","19-23","Juniors",83.67,"93",275,190,255,720,"4",483.88,478.33,459.95,82.76,"Yes","Norway","2015-09-26"
"16846",181442,"Amanda Peterson","F","SBD","Raw",22.5,"20-23","19-23","FR-Jr",89.9,"90",170,92.5,180,442.5,"1",394.69,382.53,332.53,81.52,"Yes","United States of America","2022-04-30"
"16847",127521,"Jessica Davis","F","SBD","Raw",38.5,"35-39","24-39","FR-O",84,"84",77.5,50,115,242.5,"3",223.14,216.25,189.05,45.8,"Yes","United States of America","2017-11-19"
"16848",537529,"Isiah Gonzales","M","SBD","Raw",21,"20-23","19-23","Juniors 20-23",108.3,"110",220,137.5,277.5,635,"1",378.33,375.52,358.76,77.29,"Yes","United States of America","2022-11-12"
"16849",740432,"Martti Tikkamäki","M","SBD","Single-ply",43.5,"40-44","40-49","Masters 1",82.5,"82.5",215,155,245,615,"7",416.6,411.99,396.42,71.27,"Yes","Finland","1988-07-28"
"16850",408134,"Ben Werner","M","SBD","Single-ply",19,"18-19","19-23","M-C",98,"100",272.5,180,267.5,720,"1",447.12,441.83,422.17,76.04,"Yes","United States of America","2007-12-01"
"16851",532867,"Jacob Deel","M","SBD","Single-ply",20,"20-23","19-23","Juniors 20-23",77.4,"82.5",167.5,112.5,195,475,"1",334.11,331.29,319.67,57.21,"Yes","United States of America","2020-07-25"
"16852",395502,"Petra Dietmayr","F","SBD","Single-ply",46.5,"45-49","40-49","Masters 1",61.15,"63",90,70,120,280,"1",306.72,307.63,271.74,51.43,"Yes","Germany","2014-03-21"
"16853",219901,"Robert Kim","M","SBD","Raw",30.5,"24-34","24-39","MR-O",66.9,"67.5",112.5,75,145,332.5,"1",257.94,258.21,250.75,51.46,"Yes","United States of America","2023-03-12"
"16854",307748,"Bradyn Barclay","M","SBD","Wraps",16,"16-17","14-18","MT2R",82.1,"82.5",185,120,200,505,"1",343.03,339.29,326.54,70.29,"no","United States of America","2018-07-13"
"16855",28570,"Karen Lai","F","SBD","Raw",27,"24-34","24-39","FR-O",67.5,"69",142.5,95,162.5,400,"3",412.96,408.25,360.13,83.91,"Yes","England","2021-09-04"
"16856",226831,"Staš Oražem","M","SBD","Raw",16.5,"16-17","14-18","SJ",64.08,"66",145,95,172.5,412.5,"1",330.47,331.99,323.06,65.32,"Yes","Slovenia","2021-06-26"
"16857",339670,"Peter Eberhard","M","SBD","Raw",56,"55-59","50-59","M_MR_4_AAPF",99.05,"100",175,115,227.5,517.5,"1",319.86,316.16,302.02,65.67,"Yes","United States of America","2021-12-04"
"16858",703545,"Amélie Mierger","F","SBD","Raw",27,"24-34","24-39","Open",138.9,"84+",217.5,143.5,227.5,588.5,"1",457.1,458.29,386,98.88,"Yes","France","2019-11-29"
"16859",140655,"Ross Leppala","M","SBD","Raw",31.5,"24-34","24-39","MR-O",87,"93",247.5,177.5,250,675,"1",444.15,438.67,421.06,91.26,"Yes","United States of America","2016-04-30"
"16860",622117,"Amanda Conklin","F","SBD","Raw",31,"24-34","24-39","Open",69.7,"75",125,62.5,127.5,315,"2",319.31,314.31,277.08,64.9,"no","United States of America","2016-07-16"
"16861",646940,"Steven Short #3","M","SBD","Wraps",18.5,"18-19","19-23","Amateur Teen 18-19",110,"110",152.5,97.5,185,435,"1",257.64,255.99,244.67,52.57,"Yes","United States of America","2021-04-10"
"16862",586432,"David Craig","M","SBD","Raw",33,"24-34","24-39","Open",112.9,"125",220,195,290,705,"2",413.55,411.72,393.84,84.2,"no","United States of America","2022-06-12"
"16863",410512,"Nicholas Mercurio","M","SBD","Single-ply",20,"20-23","19-23","M-C",88,"90",230,172.5,232.5,635,"11",415.34,410.15,393.48,70.93,"Yes","United States of America","2006-04-13"
"16864",579446,"Francisco Naranjo","M","SBD","Raw",36,"35-39","24-39","Open",166.3,"140+",327.5,215,302.5,845,"1",442.24,460.54,430.31,86.39,"no","United States of America","2022-05-14"
"16865",584577,"Sam Ellison","M","SBD","Raw",18,"18-19","14-18","Open",93.2,"100",167.5,97.5,220,485,"7",308.26,304.36,291.28,63.38,"no","United States of America","2022-06-25"
"16866",29395,"Jack Coles","M","SBD","Raw",23,"20-23","19-23","Novice Junior",72.2,"75",100,77.5,120,297.5,"2",218.81,217.83,210.82,44.24,"no","England","2022-07-30"
"16867",655045,"Polina Rozon","F","SBD","Single-ply",13.5,"13-15","14-18","Sub-Juniors",55.4,"57",70,30,100,200,"2",233.49,237.32,209.96,39.04,"Yes","Belarus","2016-01-27"
"16868",294455,"Anton Rusalenko","M","SBD","Wraps",31,"24-34","24-39","Open",98.2,"100",240,175,285,700,"1",434.31,429.19,410.07,89.2,"no","Russia","2018-11-17"
"16869",316772,"Vsevolod Babenko","M","SBD","Single-ply",61.5,"60-64","60-69","Masters 3",100.65,"110",270,172.5,282.5,725,"1",445,440.1,420.3,75.58,"Yes","Ukraine","1999-04-14"
"16870",495722,"Victoria Karlysheva","F","SBD","Single-ply",16.5,"16-17","14-18","Sub-Juniors",51.05,"52",175,70,150,395,"1",487.71,499.46,443.06,81.48,"Yes","Russia","2010-06-22"
"16871",400801,"Kai Eckert","M","SBD","Raw",22,"20-23","19-23","Juniors",98.2,"105",255,155,265,675,"3",418.8,413.86,395.42,86.01,"Yes","Germany","2018-10-20"
"16872",285642,"Charles Watson #1","M","SBD","Wraps",26,"24-34","24-39","Open",106,"110",241,167,232,640,"1",384.52,381.18,364.03,78.67,"no","United States of America","2022-12-10"
"16873",239715,"Matthew Hardy #1","M","SBD","Single-ply",22,"20-23","19-23","Junior",88.3,"90",230,150,257.5,637.5,"1",416.24,411.02,394.25,71.08,"no","England","2013-04-20"
"16874",321341,"Dmytro Chikin","M","SBD","Single-ply",33.5,"24-34","24-39","Open",81,"82.5",225,125,245,595,"3",407.31,403.07,388.15,69.71,"Yes","Ukraine","2000-12-23"
"16875",708732,"Heather Moore","F","SBD","Raw",34,"24-34","24-39","Open",67.11,"67.5",124.74,70.31,145.15,340.19,"1",352.39,348.65,307.59,71.6,"no","United States of America","2022-06-25"
"16876",457890,"Artur Khayrulin","M","SBD","Single-ply",21.5,"20-23","19-23","Open",89.25,"90",140,90,175,405,"25",262.99,259.66,248.95,44.89,"Yes","Russia","2002-04-19"
"16877",731082,"Pavel Chushkin","M","SBD","Raw",23,"20-23","24-39","Pro Juniors 20-23",73.9,"75",110,100,165,375,"1",271.61,270,261.05,55.09,"no","Russia","2011-02-10"
"16878",295818,"Marina Klimova","F","SBD","Wraps",39,"35-39","24-39","Open",66,"67.5",120,65,125,310,"1",324.26,321.59,283.79,65.89,"Yes","Russia","2017-12-15"
"16879",121741,"Charity Etheredge","F","SBD","Raw",27.5,"24-34","24-39","FR-O",101.1,"84+",167.5,85,177.5,430,"1",365.39,356.89,306.16,76.47,"Yes","United States of America","2017-02-25"
"16880",635168,"Dan Turner","M","SBD","Raw",22,"20-23","19-23","Open",87.9,"90",227.5,157.5,290.5,675.5,"2",442.09,436.57,418.85,90.86,"Yes","United States of America","2021-11-20"
"16881",516365,"Magnus McCaleb","M","SBD","Raw",20,"20-23","19-23","Juniors 20-23",91.2,"100",227.5,135,257.5,620,"1",398.25,393.18,376.61,81.89,"no","United States of America","2019-10-05"
"16882",45291,"Denis Pazhitnov","M","SBD","Raw",25,"24-34","24-39","Pro Open",89.9,"90",230,150,300,680,"3",439.93,434.35,416.31,90.45,"no","Russia","2014-06-12"
"16883",752165,"Siegmund Schiebe","M","SBD","Single-ply",43,"40-44","40-49","Masters 1",88.9,"90",260,145,270,675,"3",439.19,433.65,415.84,74.98,"Yes","Germany","1996-10-07"
"16884",470529,"Nadezhda Kuznetsova","F","SBD","Single-ply",22.5,"20-23","19-23","Open",59.4,"60",100,47.5,110,257.5,"3",287.27,289.33,255.67,48.12,"Yes","Russia","2010-11-27"
"16885",244339,"Giacomo Bagella","M","SBD","Raw",17.5,"18-19","14-18","Sub-Junior",65.34,"66",187.5,127.5,222.5,537.5,"2",424.31,425.56,413.72,84.23,"Yes","Italy","2021-12-19"
"16886",742613,"Brian Callahan","M","SBD","Single-ply",53.5,"50-54","50-59","Masters 2",104.54,"105",282.5,187.5,182.5,652.5,"8",394.22,390.51,372.89,66.83,"Yes","United States of America","2017-10-01"
"16887",123570,"Michelle Nguyen","F","SBD","Raw",22.5,"20-23","19-23","FR-C",61.15,"63",97.5,45,100,242.5,"52",265.64,266.43,235.35,54.11,"Yes","United States of America","2019-04-12"
"16888",530622,"Nicole Herbig","F","SBD","Raw",24,"24-34","24-39","Open",66.32,"67.5",125,57.5,142.5,325,"3",338.99,335.96,296.45,68.88,"no","United States of America","2014-03-29"
"16889",577054,"Isaac Sharp","M","SBD","Raw",16,"16-17","14-18","Juniors 16-17",88.5,"90",152.5,122.5,197.5,472.5,"1",308.15,304.27,291.83,63.34,"no","United States of America","2022-10-09"
"16890",54894,"Paddy Nelson","M","SBD","Raw",37.5,"35-39","24-39","M-C-Open",73.6,"74",155,130,200,485,"1",352.21,350.22,338.67,71.4,"Yes","UK","2011-12-10"
"16891",550752,"Nicole Marando","F","SBD","Raw",26,"24-34","24-39","Open",66.9,"67.5",110,50,125,285,"1",295.76,292.75,258.29,60.09,"no","United States of America","2020-03-14"
"16892",747688,"Rüdiger Hopp","M","SBD","Single-ply",41.5,"40-44","40-49","Masters 1",89.3,"90",280,175,260,715,"7",464.15,458.28,439.37,79.23,"Yes","Sweden","1997-10-14"
"16893",617356,"Madison Lewis","F","SBD","Raw",20,"20-23","19-23","Juniors 20-23",65.6,"67.5",185,97.5,185,467.5,"1",490.76,487.14,429.92,99.73,"Yes","United States of America","2023-02-18"
"16894",433819,"Evgeniy Kharlov","M","SBD","Single-ply",52.5,"50-54","50-59","Masters 2",104.1,"110",275,215.5,232.5,723,"2",437.56,433.35,413.79,74.19,"Yes","Russia","2010-03-25"
"16895",635349,"Wesley Pellam","M","SBD","Wraps",41,"40-44","40-49","Open",106.7,"110",265,197.5,275,737.5,"2",441.95,438.27,418.59,90.38,"no","United States of America","2019-08-10"
"16896",18378,"Marcel Lindholm","M","SBD","Single-ply",20.5,"20-23","19-23","Open",79.85,"82.5",280,150,275,705,"3",486.67,481.87,464.34,83.3,"Yes","Finland","2003-03-09"
"16897",461822,"Ilya Simakov","M","SBD","Single-ply",18.5,"18-19","19-23","Open",74,"74",150,137.5,220,507.5,"2",367.25,365.05,352.93,62.89,"Yes","Russia","2012-11-04"
"16898",614781,"Michael Love","M","SBD","Raw",32,"24-34","24-39","Open",97.6,"100",240,155,282.5,677.5,"1",421.5,416.47,397.97,86.59,"no","United States of America","2019-07-27"
"16899",484124,"Roman Shepelev","M","SBD","Single-ply",20.5,"20-23","19-23","Juniors",98.4,"100",315,202.5,340,857.5,"1",531.55,525.31,501.88,90.38,"Yes","Russia","1996-04-18"
"16900",367911,"Tony Conkle","M","SBD","Single-ply",61.5,"60-64","60-69","Masters 60-64",90,"90",172.5,97.5,182.5,452.5,"1",292.59,288.87,276.86,49.93,"Yes","United States of America","1997-05-03"
"16901",352905,"Stephen Manuel","M","SBD","Raw",17.5,"18-19","14-18","M-C-U20",88.9,"90",185,122.5,250,557.5,"1",362.74,358.17,343.45,74.57,"Yes","England","2006-07-29"
"16902",124325,"Jair Alcivar","M","SBD","Raw",21.5,"20-23","19-23","MR-C",69.8,"74",155,107.5,190,452.5,"1",340.57,339.84,329.39,68.49,"Yes","United States of America","2016-03-20"
"16903",324057,"Harrison Wall","M","SBD","Raw",16.5,"16-17","14-18","M-C-U18",71.9,"74",135,90,155,380,"1",280.27,279.09,270.16,56.63,"Yes","England","2017-08-20"
"16904",151792,"Garrett Pope","M","SBD","Raw",24.5,"24-34","24-39","MR-O",103.3,"105",250,177.5,280,707.5,"1",429.54,425.25,406.05,88.02,"Yes","United States of America","2018-04-14"
"16905",744129,"Ekaterina Alikina","F","SBD","Raw",19.5,"20-23","19-23","Juniors",42.35,"43",90,45,107.5,242.5,"1",344.06,350.03,315.44,75.14,"Yes","Russia","2013-06-11"
"16906",180118,"Dario Qiu","M","SBD","Raw",20.5,"20-23","19-23","MR-Jr",64.1,"66",152.5,105,200,457.5,"2",366.44,368.11,358.2,72.43,"Yes","United States of America","2018-12-02"
"16907",408511,"John Hare","M","SBD","Raw",47,"45-49","40-49","MR-M1b",98.4,"100",227.5,182.5,250,660,"1",409.12,404.32,386.29,84.02,"Yes","United States of America","2008-07-25"
"16908",409154,"Amanda Moe","F","SBD","Single-ply",17,"16-17","14-18","F-T2",74.7,"75",165,77.5,167.5,410,"1",400.18,390.75,343.77,67.81,"Yes","United States of America","2008-02-15"
"16909",295916,"Aleksey Yakushevich","M","SBD","Wraps",25,"24-34","24-39","Open",94.4,"100",302.5,180,307.5,790,"1",499.08,492.82,471.42,102.6,"no","Russia","2016-12-23"
"16910",333624,"Benedict Sura","M","SBD","Raw",22.5,"20-23","19-23","M_JR_WPC",107.9,"110",217.5,155,260,632.5,"1",377.38,374.49,357.75,77.11,"no","Germany","2015-12-08"
"16911",487185,"Ilya Vayner","M","SBD","Single-ply",18.5,"18-19","19-23","Open",64,"67.5",130,70,175,375,"18",300.72,302.13,294.02,51.36,"Yes","Russia","2005-04-15"
